cards_initial,moves_initial,hand1_cards,hand2_cards,moves_1,moves_2,dealer_hand,money
"[3, 2, 10, 9]","['H', 'DD']",[],[],[],[],"['J', 7]",-200
"[5, 8, 'K']","['H', 'S']",[],[],[],[],"[10, 'J']",-100
"[10, 'J', 10, 9]","['H', 'DD']",[],[],[],[],"['J', 4, 2, 3]",-200
"['K', 3]",['S'],[],[],[],[],"[6, 9, 7]",100
"[8, 2, 5]",['DD'],[],[],[],[],"['Q', 4, 'A', 9]",200
"['J', 2, 9, 'J']","['H', 'DD']",[],[],[],[],"['K', 'Q']",-200
"[7, 8, 'A']",['DD'],[],[],[],[],"['J', 'A', 2, 9]",-200
"[9, 10, 3]",['DD'],[],[],[],[],"['A', 'Q', 'Q']",-200
"[9, 9, 10, 3]","['H', 'DD']",[],[],[],[],"['Q', 5, 'A', 10]",-200
"[5, 'A', 7]",['DD'],[],[],[],[],"[9, 3, 'K']",200
"[9, 3, 8]",['DD'],[],[],[],[],"[5, 8, 4]",200
"[3, 'J', 'Q']",['DD'],[],[],[],[],"[8, 'K']",-200
"[9, 4, 'K']",['DD'],[],[],[],[],"[3, 5, 'K']",-200
"[7, 7, 5, 2]","['H', 'H', 'S']",[],[],[],[],"[3, 'K', 9]",100
"[4, 'K', 6]",['DD'],[],[],[],[],"['J', 'Q']",0
"[10, 8]",['S'],[],[],[],[],"[4, 4, 'J']",0
"['Q', 3, 4]",['DD'],[],[],[],[],"['Q', 3, 2, 5]",-200
"[9, 'A']",['S'],[],[],[],[],"[5, 'J', 4]",-100
"['A', 8, 'K']",['DD'],[],[],[],[],"[7, 4, 'Q']",-200
"['A', 8]",['S'],[],[],[],[],"[6, 3, 'Q']",-100
"['Q', 9, 'A']","['H', 'S']",[],[],[],[],"['J', 2, 9]",-100
"[6, 'A', 3]",['DD'],[],[],[],[],"[8, 2, 8]",-200
"['K', 3, 8, 'J']","['H', 'DD']",[],[],[],[],"[6, 'K', 5]",-200
"[6, 10]",['S'],[],[],[],[],"[7, 'Q']",-100
"[6, 5, 2]",['DD'],[],[],[],[],"['K', 10]",-200
"[4, 6, 5, 'Q']","['H', 'DD']",[],[],[],[],"['A', 2, 'K', 5]",-200
"[9, 7]",['S'],[],[],[],[],"[4, 'J', 3]",-100
"['K', 2]",['S'],[],[],[],[],"[9, 6, 'K']",100
"[2, 10, 10]",['DD'],[],[],[],[],"['J', 8]",-200
"[3, 8]",['S'],[],[],[],[],"[8, 3, 2, 10]",100
"['K', 4, 'J', 6]","['H', 'DD']",[],[],[],[],"[7, 9, 3]",-200
"[4, 9, 'A']",['DD'],[],[],[],[],"[3, 'Q', 'J']",200
"['Q', 7]",['S'],[],[],[],[],"['K', 5, 10]",100
"[2, 5, 7, 'K', 4]","['H', 'H', 'DD']",[],[],[],[],"[9, 3, 5]",-200
"['A', 7]",['S'],[],[],[],[],"[2, 'Q', 'Q']",100
"[5, 7, 'A']",['DD'],[],[],[],[],"[3, 9, 2, 'J']",200
"[4, 9, 3]","['H', 'S']",[],[],[],[],"['J', 4, 'K']",100
"['A', 'Q', 5, 4]","['H', 'DD']",[],[],[],[],"[2, 'K', 2, 'Q']",200
"['Q', 6, 'K']","['H', 'S']",[],[],[],[],"['J', 7]",-100
"[6, 5, 10]","['H', 'S']",[],[],[],[],"['J', 3, 'Q']",100
"[8, 8]",['S'],[],[],[],[],"[6, 9, 6]",-100
"['Q', 9]",['S'],[],[],[],[],"[6, 9, 7]",100
"['K', 'K']",['P'],['K'],"['K', 'Q']",['S'],"['H', 'S']","[9, 'A', 9]",0
"[6, 5, 4]",['DD'],[],[],[],[],"[3, 3, 4, 10]",-200
"[5, 4, 'J']",['DD'],[],[],[],[],"[8, 'A', 'J']",200
"[4, 'J']",['S'],[],[],[],[],"['Q', 8]",-100
"[6, 'Q']",['S'],[],[],[],[],"[3, 'J', 8]",-100
"[9, 'A']",['S'],[],[],[],[],"[4, 'Q', 10]",100
"['A', 'Q', 'Q']",['DD'],[],[],[],[],"[8, 5, 'K']",200
"[6, 'A', 7]",['DD'],[],[],[],[],"[3, 7, 2, 'J']",200
"[2, 'J', 5]",['DD'],[],[],[],[],"[5, 3, 6, 7]",-200
"[5, 8, 10]",['DD'],[],[],[],[],"[3, 'Q', 3, 'A', 4]",-200
"['A', 6, 'Q']","['H', 'S']",[],[],[],[],"['K', 2, 3, 7]",100
"['K', 2, 'A', 7]","['H', 'DD']",[],[],[],[],"['A', 8, 10]",200
"[8, 3, 10]",['DD'],[],[],[],[],"['K', 'J']",200
"[2, 10, 4]",['DD'],[],[],[],[],"[7, 9, 'A', 10]",200
"['K', 6, 10]",['DD'],[],[],[],[],"[4, 6, 3, 9]",-200
"[8, 4, 'K']","['H', 'S']",[],[],[],[],"[3, 'K', 7]",-100
"[8, 'A']",['S'],[],[],[],[],"[8, 9]",-100
"[5, 8, 'A']","['H', 'S']",[],[],[],[],"[7, 6, 'A', 'J']",100
"[3, 7, 4]",['DD'],[],[],[],[],"[7, 2, 5, 'A', 'J']",200
"[3, 'A']",['S'],[],[],[],[],"[2, 7, 9]",-100
"[10, 6, 'J']","['H', 'S']",[],[],[],[],"[4, 'A', 'K', 3]",-100
"[3, 'A']",['S'],[],[],[],[],"[2, 2, 10, 5]",-100
"[3, 'Q']",['S'],[],[],[],[],"[6, 2, 6, 'A', 'J']",100
"[8, 'J']",['S'],[],[],[],[],"[9, 4, 9]",100
"[6, 9]",['S'],[],[],[],[],"['A', 7, 4, 4, 10]",100
"[6, 10, 10]",['DD'],[],[],[],[],"['A', 9, 2, 9]",-200
"[9, 'K', 10]","['H', 'S']",[],[],[],[],"['J', 'A', 5, 4]",-100
"['K', 5]",['S'],[],[],[],[],"[6, 2, 4, 9]",-100
"[6, 'K', 3]",['DD'],[],[],[],[],"['A', 'K', 'Q']",-200
"['J', 4, 'Q']",['DD'],[],[],[],[],"[4, 9, 'K']",-200
"[2, 6, 3]",['DD'],[],[],[],[],"['Q', 4, 10]",200
"[3, 2]",['S'],[],[],[],[],"[10, 4, 9]",100
"[3, 'K']",['S'],[],[],[],[],"[6, 'J', 7]",100
"['Q', 'A', 2]","['H', 'S']",[],[],[],[],"['J', 3, 'Q']",100
"[4, 2, 'K']",['DD'],[],[],[],[],"['K', 8]",-200
"[6, 5, 3, 'Q', 2]","['H', 'H', 'H', 'S']",[],[],[],[],"[2, 10, 'K']",-100
"[10, 'Q', 'K']",['DD'],[],[],[],[],"[3, 3, 2, 'Q']",-200
"[6, 8]",['S'],[],[],[],[],"[5, 9, 'Q']",100
"[7, 'K', 4]","['H', 'S']",[],[],[],[],"[9, 'J']",100
"[9, 6, 'A']","['H', 'S']",[],[],[],[],"['K', 10]",-100
"[8, 7, 6]","['H', 'S']",[],[],[],[],"['K', 3, 'K']",100
"['J', 7, 10]",['DD'],[],[],[],[],"[7, 'Q']",-200
"['A', 'J']",['S'],[],[],[],[],"[3, 3, 4, 'K']",-100
"[7, 8]",['S'],[],[],[],[],"[2, 'Q', 6]",-100
"[5, 3]",['S'],[],[],[],[],"[2, 'A', 'J', 8]",-100
"[2, 4, 'J', 3]","['H', 'H', 'S']",[],[],[],[],"['A', 9, 6, 'J']",100
"[4, 3]",['S'],[],[],[],[],"[3, 7, 2, 2, 'A', 10]",100
"['Q', 8, 8]","['H', 'S']",[],[],[],[],"[2, 6, 6, 7]",-100
"[10, 'A']",['S'],[],[],[],[],"[2, 5, 'Q']",-100
"[10, 7, 4, 'Q']","['H', 'H', 'S']",[],[],[],[],"[8, 3, 2, 3, 4]",-100
"['K', 2]",['S'],[],[],[],[],"[10, 'K']",-100
"[5, 8]",['S'],[],[],[],[],"[3, 10, 5]",-100
"['Q', 'J', 5, 3]","['H', 'DD']",[],[],[],[],"['A', 8, 2, 2, 5]",-200
"['Q', 10, 7]",['DD'],[],[],[],[],"[6, 'A', 'Q', 2]",-200
"[8, 'K']",['S'],[],[],[],[],"['K', 4, 'A', 6]",-100
"[2, 5, 'Q', 10]","['H', 'DD']",[],[],[],[],"['Q', 'K']",-200
"[3, 'J']",['S'],[],[],[],[],"['K', 'K']",-100
"['A', 4, 'A']","['H', 'S']",[],[],[],[],"['J', 3, 7]",-100
"[5, 4, 8]",['DD'],[],[],[],[],"[2, 'A', 8, 'Q']",-200
"[7, 9, 'J', 4]","['H', 'H', 'S']",[],[],[],[],"[5, 'A', 2, 7, 5]",-100
"[9, 'J']",['S'],[],[],[],[],"[7, 5, 'A', 10]",100
"[6, 10, 2]",['DD'],[],[],[],[],"[4, 5, 'Q']",-200
"[7, 2, 10]",['DD'],[],[],[],[],"[4, 9, 3, 7]",200
"['A', 8, 'Q']",['DD'],[],[],[],[],"[6, 'Q', 6]",200
"['A', 9]",['S'],[],[],[],[],"[5, 7, 2, 3]",-100
"[2, 4, 10, 6]","['H', 'DD']",[],[],[],[],"['Q', 5, 3]",-200
"[3, 5, 6]",['DD'],[],[],[],[],"[8, 'K']",-200
"[8, 'A', 'Q']",['DD'],[],[],[],[],"[2, 7, 5, 'A', 6]",-200
"[5, 7, 10, 9, 'J']","['H', 'H', 'DD']",[],[],[],[],"[7, 'Q']",-200
"[7, 'J', 8]",['DD'],[],[],[],[],"[7, 'A', 6, 9]",-200
"['A', 9, 10]",['DD'],[],[],[],[],"['Q', 7]",200
"[6, 'A', 'J', 5]","['H', 'DD']",[],[],[],[],"[3, 5, 'K']",200
"['J', 3, 'J', 9]","['H', 'DD']",[],[],[],[],"[2, 2, 6, 3, 9]",-200
"[3, 9, 4]",['DD'],[],[],[],[],"['J', 'A', 'Q']",-200
"['A', 8, 9]",['DD'],[],[],[],[],"[4, 2, 2, 'K']",-200
"[10, 'K']",['S'],[],[],[],[],"['J', 'J']",0
"[2, 'Q', 7]","['H', 'S']",[],[],[],[],"[10, 'J']",-100
"[3, 5, 4, 'A', 'J']","['H', 'H', 'DD']",[],[],[],[],"[6, 3, 9]",-200
"[9, 6, 6, 'K']","['H', 'DD']",[],[],[],[],"['J', 9]",-200
"['J', 'K']",['S'],[],[],[],[],"[10, 'K']",0
"['J', 4, 10]",['DD'],[],[],[],[],"[2, 9, 'K']",-200
"[7, 'K']",['S'],[],[],[],[],"[9, 3, 8]",-100
"[2, 'K', 9]",['DD'],[],[],[],[],"['J', 'Q']",200
"['J', 9, 2]",['DD'],[],[],[],[],"['Q', 9]",200
"[4, 6, 'A', 'A', 'J']","['H', 'H', 'DD']",[],[],[],[],"[9, 7, 2]",200
"[4, 'Q']",['S'],[],[],[],[],"['K', 2, 'Q']",100
"['K', 9]",['S'],[],[],[],[],"['Q', 'J']",-100
"[2, 7, 'Q', 6, 2]","['H', 'H', 'H', 'S']",[],[],[],[],"[5, 7, 3, 6]",-100
"[6, 5]",['S'],[],[],[],[],"[8, 7, 10]",100
"[6, 'Q', 10]",['DD'],[],[],[],[],"[3, 'Q', 9]",-200
"[7, 6, 'A']","['H', 'S']",[],[],[],[],"[5, 5, 10]",-100
"[9, 6, 'K']",['DD'],[],[],[],[],"[3, 3, 7, 4]",-200
"[6, 2, 9]",['DD'],[],[],[],[],"['J', 4, 10]",200
"['K', 9]",['S'],[],[],[],[],"[9, 5, 8]",100
"['A', 6]",['S'],[],[],[],[],"[6, 9, 8]",100
"[10, 'K', 2]",['DD'],[],[],[],[],"[8, 8, 3]",-200
"[4, 'Q']",['S'],[],[],[],[],"[8, 10]",-100
"['A', 2]",['S'],[],[],[],[],"[8, 6, 9]",100
"['A', 'A']",['S'],[],[],[],[],"[10, 3, 4]",-100
"[7, 'J']",['S'],[],[],[],[],"['J', 6, 6]",100
"[7, 'K', 8, 'J', 'J']","['H', 'H', 'H', 'S']",[],[],[],[],"['Q', 9]",-100
"[2, 10]",['S'],[],[],[],[],"['J', 6, 5]",-100
"['K', 3, 6]",['DD'],[],[],[],[],"[2, 8, 'Q']",-200
"[5, 'A', 'J']",['DD'],[],[],[],[],"['Q', 'A', 9]",-200
"[7, 'Q']",['S'],[],[],[],[],"[6, 9, 2]",0
"[2, 3, 'K']","['H', 'S']",[],[],[],[],"[7, 7, 9]",100
"[3, 6]",['S'],[],[],[],[],"['K', 8]",-100
"['K', 10]",['P'],"['K', 5, 4]",[10],"['H', 'H', 'S']",['S'],"[8, 4, 10]",200
"[9, 'K', 7, 'J']","['H', 'DD']",[],[],[],[],"[5, 10, 5]",-200
"['A', 'A']",['P'],['A'],['A'],['S'],['S'],"[5, 2, 8, 2]",-200
"[5, 9, 6]",['DD'],[],[],[],[],"[6, 'J', 10]",200
"[4, 5, 9]",['DD'],[],[],[],[],"[5, 3, 10]",0
"[4, 8, 7]","['H', 'S']",[],[],[],[],"[3, 4, 'Q']",100
"['A', 7]",['S'],[],[],[],[],"['A', 7, 'J']",-100
"[10, 3]",['S'],[],[],[],[],"[9, 2, 'J']",-100
"['A', 'Q', 3]","['H', 'S']",[],[],[],[],"[9, 10]",-100
"['Q', 9, 9]","['H', 'S']",[],[],[],[],"[3, 7, 'Q']",-100
"['K', 9, 'K']",['DD'],[],[],[],[],"[7, 'A', 7, 10]",-200
"['A', 10, 3]","['H', 'S']",[],[],[],[],"[6, 3, 10]",-100
"[6, 9, 'A']",['DD'],[],[],[],[],"[3, 5, 6, 9]",200
"['K', 5]",['S'],[],[],[],[],"[10, 9]",-100
"[6, 2, 8, 'Q']","['H', 'DD']",[],[],[],[],"[7, 4, 7]",-200
"[6, 3]",['S'],[],[],[],[],"[8, 7, 'J']",100
"['Q', 5, 4]","['H', 'S']",[],[],[],[],"['K', 6, 3]",0
"[8, 10, 'J']",['DD'],[],[],[],[],"[4, 4, 'A', 9]",-200
"[3, 'Q', 6]",['DD'],[],[],[],[],"[5, 8, 3, 'A', 'K']",200
"['Q', 6, 5]",['DD'],[],[],[],[],"[4, 5, 'J']",200
"['K', 'A', 6]",['DD'],[],[],[],[],"['Q', 10]",-200
"[7, 'K', 6]","['H', 'S']",[],[],[],[],"[4, 3, 8, 2]",-100
"[2, 'K', 5]","['H', 'S']",[],[],[],[],"[5, 6, 6]",0
"[10, 4, 9]",['DD'],[],[],[],[],"[7, 'J']",-200
"[5, 6, 3, 8]","['H', 'DD']",[],[],[],[],"['K', 'K']",-200
"['Q', 8, 5, 4]","['H', 'DD']",[],[],[],[],"['A', 5, 2, 9, 'Q']",-200
"['J', 'K']",['P'],"['J', 10]","['K', 'K']","['H', 'S']",['DD'],"[8, 2, 5, 'Q']",300
"[8, 6, 4]",['DD'],[],[],[],[],"['K', 10]",-200
"[4, 10, 4]",['DD'],[],[],[],[],"['Q', 9]",-200
"[7, 4, 2]",['DD'],[],[],[],[],"[5, 'A', 'K', 7]",200
"[7, 7, 5, 'K', 7, 4, 10]","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"['A', 6, 2, 'Q']",-200
"[9, 9]",['S'],[],[],[],[],"['A', 6, 'Q', 4]",-100
"['K', 7, 3]",['DD'],[],[],[],[],"[10, 5, 5]",0
"['J', 'Q']",['S'],[],[],[],[],"[2, 'K', 8]",0
"[8, 'K', 5]",['DD'],[],[],[],[],"[6, 6, 3, 2]",-200
"[5, 'J']",['S'],[],[],[],[],"[10, 9]",-100
"['Q', 'Q']",['P'],['Q'],"['Q', 'K']",['S'],['DD'],"[7, 'A', 8, 'J']",300
"[2, 'A']",['S'],[],[],[],[],"[5, 5, 7]",-100
"[6, 2]",['S'],[],[],[],[],"[9, 10]",-100
"[5, 8, 4, 5]","['H', 'DD']",[],[],[],[],"[6, 8, 'A', 3]",-200
"[6, 3, 'Q']",['DD'],[],[],[],[],"[9, 4, 8]",-200
"[4, 4, 3, 10, 'A', 'Q']","['H', 'H', 'H', 'DD']",[],[],[],[],"['Q', 9]",-200
"[6, 10]",['S'],[],[],[],[],"['K', 5, 4]",-100
"[2, 'Q', 7]",['DD'],[],[],[],[],"['Q', 'K']",-200
"[7, 2]",['S'],[],[],[],[],"[5, 'Q', 'A', 'K']",100
"[7, 8, 6, 5, 'Q', 2]","['H', 'H', 'H', 'DD']",[],[],[],[],"[3, 'K', 7]",-200
"[6, 9, 10]",['DD'],[],[],[],[],"[4, 'K', 'J']",-200
"[9, 'K']",['S'],[],[],[],[],"[6, 'A', 8, 7]",-100
"['A', 10]",['S'],[],[],[],[],"[2, 2, 'J', 5]",-100
"[4, 8, 8]",['DD'],[],[],[],[],"[4, 2, 4, 'K']",0
"[3, 8, 10, 'J']","['H', 'DD']",[],[],[],[],"[3, 'J', 5]",-200
"[2, 'J', 'J', 'A', 8]","['H', 'H', 'DD']",[],[],[],[],"[9, 'Q']",-200
"[5, 3]",['S'],[],[],[],[],"[8, 'J']",-100
"['J', 8, 'K']","['H', 'S']",[],[],[],[],"[6, 2, 6, 3]",-100
"['Q', 9]",['S'],[],[],[],[],"['A', 'A', 8, 'J']",100
"[9, 9]",['P'],"[9, 'A']","[9, 9]",['DD'],['DD'],"[2, 'Q', 4, 7]",400
"[9, 2, 8]","['H', 'S']",[],[],[],[],"[8, 5, 'A', 7]",-100
"[2, 8]",['S'],[],[],[],[],"['K', 5, 7]",100
"[3, 9]",['S'],[],[],[],[],"[2, 6, 2, 'A', 'K']",-100
"['A', 9, 'Q']",['DD'],[],[],[],[],"[10, 6, 3]",0
"[2, 10, 'A']",['DD'],[],[],[],[],"[3, 'K', 2, 10]",200
"[7, 3, 4]",['DD'],[],[],[],[],"[5, 6, 7]",-200
"[10, 3]",['S'],[],[],[],[],"[4, 7, 7]",-100
"[6, 7]",['S'],[],[],[],[],"[2, 3, 9, 'K']",100
"[2, 'A', 4]",['DD'],[],[],[],[],"['J', 5, 7]",200
"[10, 6, 9, 'A', 6, 4, 3]","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"[10, 6, 3]",-200
"[4, 9]",['S'],[],[],[],[],"[2, 8, 8]",-100
"[7, 'Q', 5]",['DD'],[],[],[],[],"[2, 8, 'J']",-200
"[7, 'J']",['S'],[],[],[],[],"[6, 2, 9]",0
"['Q', 'J']",['S'],[],[],[],[],"[9, 'J']",100
"['K', 2, 5]",['DD'],[],[],[],[],"[7, 4, 6]",0
"['J', 'J']",['P'],"['J', 7, 'A', 9, 3]","['J', 'A']","['H', 'H', 'H', 'DD']","['H', 'S']","[5, 8, 4]",-300
"['A', 'K']",['S'],[],[],[],[],"[7, 'J']",-100
"[4, 4, 'J']",['DD'],[],[],[],[],"[10, 10]",-200
"['J', 10, 3, 'J', 9]","['H', 'H', 'H', 'S']",[],[],[],[],"['A', 7, 'Q']",-100
"['Q', 8, 'K']",['DD'],[],[],[],[],"[9, 'Q']",-200
"[9, 'K']",['S'],[],[],[],[],"['A', 2, 'K', 10]",100
"[5, 7, 'J', 10]","['H', 'DD']",[],[],[],[],"[6, 8, 'A', 5]",-200
"[7, 9, 7, 10, 6]","['H', 'H', 'DD']",[],[],[],[],"[2, 'Q', 10]",-200
"[6, 7, 7, 'A']","['H', 'DD']",[],[],[],[],"[8, 3, 'A', 2, 9]",200
"[7, 'J', 'Q', 5, 10, 'Q', 2]","['H', 'H', 'H', 'H', 'DD']",[],[],[],[],"[6, 3, 4, 4]",-200
"[10, 9, 'K']","['H', 'S']",[],[],[],[],"[9, 'K']",-100
"[10, 4, 10]",['DD'],[],[],[],[],"[9, 6, 3]",-200
"['A', 8]",['S'],[],[],[],[],"[3, 'J', 8]",-100
"[2, 3, 10, 10]","['H', 'DD']",[],[],[],[],"[4, 7, 8]",-200
"['K', 9]",['S'],[],[],[],[],"[3, 10, 'A', 'J']",100
"[5, 9, 'K']",['DD'],[],[],[],[],"[4, 'K', 7]",-200
"['Q', 'J', 2, 'Q', 7]","['H', 'H', 'DD']",[],[],[],[],"[8, 9]",-200
"['K', 4]",['S'],[],[],[],[],"[8, 'A', 9]",-100
"[4, 'Q']",['S'],[],[],[],[],"['A', 'A', 9, 8]",-100
"['K', 9, 5]",['DD'],[],[],[],[],"[3, 7, 6, 'A', 9]",-200
"[9, 7, 'J']","['H', 'S']",[],[],[],[],"['A', 'A', 3, 6, 6, 3]",-100
"[7, 9, 'J']",['DD'],[],[],[],[],"['J', 3, 3, 4]",-200
"[3, 8, 5, 'A', 3]","['H', 'H', 'DD']",[],[],[],[],"['J', 4, 10]",200
"['J', 5, 3]",['DD'],[],[],[],[],"[4, 'K', 'K']",200
"[5, 'Q', 8]",['DD'],[],[],[],[],"[2, 6, 4, 10]",-200
"[10, 10, 4]","['H', 'S']",[],[],[],[],"['J', 'A', 6, 'K']",-100
"['J', 9, 3]",['DD'],[],[],[],[],"[3, 8, 'K']",-200
"[4, 7, 5]",['DD'],[],[],[],[],"['A', 2, 'K', 8]",-200
"['Q', 10]",['S'],[],[],[],[],"[4, 8, 8]",0
"[4, 8]",['S'],[],[],[],[],"[9, 2, 2, 'A', 'A', 10]",100
"['A', 2]",['S'],[],[],[],[],"[8, 3, 9]",-100
"['Q', 8, 8]",['DD'],[],[],[],[],"[10, 7]",-200
"[6, 'A', 'J']",['DD'],[],[],[],[],"[7, 8, 6]",-200
"['A', 6, 'Q', 8]","['H', 'DD']",[],[],[],[],"['A', 9, 5, 2, 10]",-200
"[3, 3]",['P'],[3],[3],['S'],['S'],"['J', 'J']",-200
"['A', 2]",['S'],[],[],[],[],"[6, 'K', 'K']",100
"['K', 5, 8, 8]","['H', 'DD']",[],[],[],[],"[9, 2, 4, 'Q']",-200
"[9, 5, 9]","['H', 'S']",[],[],[],[],"[2, 3, 6, 'A', 3, 9]",-100
"[4, 3, 'Q']",['DD'],[],[],[],[],"['Q', 6, 2]",-200
"[6, 4]",['S'],[],[],[],[],"[3, 4, 'Q']",-100
"[2, 'J', 2, 6, 'Q']","['H', 'H', 'H', 'S']",[],[],[],[],"[3, 'K', 7]",-100
"[3, 4, 'A']",['DD'],[],[],[],[],"['A', 9, 'Q']",-200
"[4, 'A']",['S'],[],[],[],[],"['Q', 'J']",-100
"[7, 9, 7]",['DD'],[],[],[],[],"[10, 8]",-200
"[9, 4]",['S'],[],[],[],[],"[5, 3, 7, 2]",-100
"[9, 4]",['S'],[],[],[],[],"['A', 'K', 2, 'J']",100
"[7, 10]",['S'],[],[],[],[],"['A', 'Q', 'J']",-100
"[4, 'J', 'Q']",['DD'],[],[],[],[],"['J', 2, 5]",-200
"[4, 'J']",['S'],[],[],[],[],"[7, 'A', 'Q']",-100
"['K', 5]",['S'],[],[],[],[],"[5, 6, 3, 8]",100
"[2, 'A', 4, 'J']","['H', 'DD']",[],[],[],[],"[10, 9]",-200
"[7, 8, 2]",['DD'],[],[],[],[],"[10, 'K']",-200
"[5, 'Q', 2, 6]","['H', 'H', 'S']",[],[],[],[],"[5, 3, 2, 10]",-100
"[7, 'Q', 'J', 'J']","['H', 'DD']",[],[],[],[],"[7, 9, 10]",-200
"['K', 10, 2]",['DD'],[],[],[],[],"[9, 'K']",-200
"[8, 3]",['S'],[],[],[],[],"['J', 4, 2, 7]",100
"[8, 2, 9]","['H', 'S']",[],[],[],[],"['A', 9, 5, 'K']",100
"['Q', 3, 2]","['H', 'S']",[],[],[],[],"[10, 6, 'J']",100
"['K', 'Q']",['P'],"['K', 'J']",['Q'],['DD'],['S'],"[3, 'K', 9]",300
"['Q', 2]",['S'],[],[],[],[],"[8, 'Q']",-100
"['K', 4, 'J']","['H', 'S']",[],[],[],[],"[8, 'J']",-100
"[8, 'A', 7, 6]","['H', 'DD']",[],[],[],[],"['Q', 6, 5]",0
"['K', 7, 7, 2]","['H', 'DD']",[],[],[],[],"['Q', 5, 6]",-200
"[2, 5, 'J']",['DD'],[],[],[],[],"[9, 5, 'Q']",200
"[8, 7]",['S'],[],[],[],[],"[6, 4, 7]",-100
"[4, 8, 9]",['DD'],[],[],[],[],"['K', 3, 2, 'A', 4]",200
"[6, 'J', 'K', 'Q']","['H', 'DD']",[],[],[],[],"['A', 5, 4, 2, 2, 8]",-200
"[10, 'J']",['S'],[],[],[],[],"[7, 'K']",100
"[3, 9, 7]",['DD'],[],[],[],[],"[2, 5, 'A', 10]",200
"[8, 'J', 'K', 'Q']","['H', 'DD']",[],[],[],[],"['J', 5, 7]",-200
"['Q', 9]",['S'],[],[],[],[],"['J', 5, 3]",100
"[3, 2, 7]",['DD'],[],[],[],[],"[9, 6, 8]",200
"[4, 3, 'A']","['H', 'S']",[],[],[],[],"[9, 9]",-100
"[2, 7]",['S'],[],[],[],[],"[9, 'J']",-100
"[7, 2, 3]","['H', 'S']",[],[],[],[],"['J', 'A', 4, 'K']",100
"[9, 8, 6, 'J']","['H', 'DD']",[],[],[],[],"[9, 'A', 3, 8]",-200
"[9, 8, 5]","['H', 'S']",[],[],[],[],"['K', 'K']",-100
"[9, 3]",['S'],[],[],[],[],"['K', 5, 3]",-100
"[5, 10]",['S'],[],[],[],[],"[9, 7, 6]",100
"['K', 'A', 8]","['H', 'S']",[],[],[],[],"['A', 7, 7, 8]",100
"[10, 'Q']",['S'],[],[],[],[],"[6, 9, 9]",100
"[10, 2, 'A', 6, 6]","['H', 'H', 'DD']",[],[],[],[],"[4, 'Q', 'J']",-200
"[10, 10]",['P'],"[10, 8]",[10],['DD'],['S'],"[6, 7, 10]",300
"[10, 8, 8]",['DD'],[],[],[],[],"[4, 6, 9]",-200
"[9, 6]",['S'],[],[],[],[],"[10, 'K']",-100
"['J', 4, 'Q']","['H', 'S']",[],[],[],[],"['J', 'A', 6, 'J']",-100
"['J', 4, 8, 5]","['H', 'DD']",[],[],[],[],"[4, 6, 7]",-200
"[8, 'K']",['S'],[],[],[],[],"[6, 10, 9]",100
"['J', 4]",['S'],[],[],[],[],"[5, 'A', 'J', 2]",-100
"[4, 'Q', 7, 8]","['H', 'DD']",[],[],[],[],"[3, 3, 10, 10]",-200
"[7, 9]",['S'],[],[],[],[],"[6, 5, 'J']",-100
"['K', 'Q']",['S'],[],[],[],[],"['K', 8]",100
"['K', 10]",['S'],[],[],[],[],"[2, 10, 7]",100
"['A', 6, 'Q']",['DD'],[],[],[],[],"['Q', 9]",-200
"[5, 9, 'Q', 9]","['H', 'DD']",[],[],[],[],"['J', 'A', 8]",-200
"[2, 'A', 6, 10]","['H', 'DD']",[],[],[],[],"[4, 8, 7]",-200
"[9, 8, 8]",['DD'],[],[],[],[],"[10, 2, 'K']",-200
"['Q', 6]",['S'],[],[],[],[],"[6, 'K', 7]",100
"[8, 4]",['S'],[],[],[],[],"['J', 2, 3, 9]",100
"[6, 'A', 4]",['DD'],[],[],[],[],"[10, 2, 5]",-200
"[9, 2]",['S'],[],[],[],[],"['J', 7]",-100
"['J', 'Q', 'J']",['DD'],[],[],[],[],"['Q', 3, 9]",-200
"[3, 'A']",['S'],[],[],[],[],"['J', 9]",-100
"['J', 3, 'A', 9]","['H', 'DD']",[],[],[],[],"[4, 'A', 9, 7]",-200
"[9, 'K', 5]",['DD'],[],[],[],[],"[10, 2, 10]",-200
"[3, 5]",['S'],[],[],[],[],"['J', 8]",-100
"['K', 10, 2]",['DD'],[],[],[],[],"[6, 4, 8]",-200
"[8, 2]",['S'],[],[],[],[],"[8, 10]",-100
"[3, 8, 7]",['DD'],[],[],[],[],"['Q', 6, 'K']",200
"['A', 2, 'J']",['DD'],[],[],[],[],"[2, 7, 6, 'J']",200
"[8, 'Q', 7, 'K']","['H', 'DD']",[],[],[],[],"[3, 'J', 8]",-200
"['A', 5]",['S'],[],[],[],[],"['Q', 7]",-100
"[7, 'K', 'K']","['H', 'S']",[],[],[],[],"['J', 4, 4]",-100
"[2, 'Q']",['S'],[],[],[],[],"[2, 'A', 4, 9, 4]",-100
"['K', 5, 'Q']","['H', 'S']",[],[],[],[],"[9, 'A', 3, 'J']",-100
"[3, 7, 5]",['DD'],[],[],[],[],"['K', 3, 'K']",200
"[9, 7, 10]","['H', 'S']",[],[],[],[],"[8, 3, 'Q']",-100
